"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","nsNationalStatus","nsStatusLastReviewed","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Virginia","Virginia","Under Review in the Candidate or Petition Process","I0JU","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0JU","Critically Imperiled","2002-08-21","Pseudanophthalmus limicola","https://services.itis.gov/?q=tsn:932004","Shenandoah cave beetle","Insects","Species","Exact Match","Pseudanophthalmus limicola"
"Texas","","Species of Concern","I07B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I07B","Secure","2000-12-01","Eximacris superbum","https://services.itis.gov/?q=tsn:658204","Superb grasshopper","Insects","Species","Exact Match","Eximacris (Spharoagemon) superbum"
"Texas","","Species of Concern","I0F0","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0F0","Critically Imperiled","1997-09-01","Cicindela obsoleta neojuvenilis","https://services.itis.gov/?q=tsn:697856","Rio Grande Grassland Tiger Beetle","Insects","Subspecies","Exact Match","Cicindela obsoleta neojuvenilis"
"Georgia","","Resolved Taxon","Q0LY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0LY","Imperiled","2015-05-22","Delphinium alabamicum","https://services.itis.gov/?q=tsn:18527","Alabama larkspur","Plants","Species","Exact Match","Delphinium alabamicum"
"Texas","","Species of Concern","Q01S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q01S","Critically Imperiled","Unknown","Phyllanthopsis arida","https://services.itis.gov/?q=tsn:845560","Trans-Pecos maidenbush","Plants","Species","Followed Accepted TSN","Andrachne arida"
"Kentucky","Kentucky","Endangered","E086","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E086","Critically Imperiled","1996-12-05","Etheostoma chienense","https://services.itis.gov/?q=tsn:201991","relict darter","Fish","Species","Exact Match","Etheostoma chienense"
"Alabama,Mississippi","Alabama,Mississippi","Under Review in the Candidate or Petition Process","K040","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K040","Imperiled","1999-11-03","Fallicambarus danielae","https://services.itis.gov/?q=tsn:97606","speckled burrowing crayfish","Crustaceans","Species","Exact Match","Fallicambarus danielae"
"Kentucky","Kentucky","Under Review in the Candidate or Petition Process","E0CP","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0CP","Imperiled","2009-05-18","Etheostoma tecumsehi","https://services.itis.gov/?q=tsn:650188","Shawnee darter","Fish","Species","Exact Match","Etheostoma tecumsehi"
"West Virginia","","Resolved Taxon","Q0Z3","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0Z3","Vulnerable","Unknown","Heuchera americana var. hispida","https://services.itis.gov/?q=tsn:528402","American alumroot","Plants","Variety","Exact Match","Heuchera americana var. hispida"
"Texas","","Resolved Taxon","Q169","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q169","Vulnerable","Unknown","Lycium puberulum var. berberioides","https://services.itis.gov/?q=tsn:529039","downy desert-thorn","Plants","Variety","Exact Match","Lycium puberulum var. berberioides"
"Arizona,Texas","California,Texas","Species of Concern","B0ED","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0ED","Secure","1997-03-19","Parabuteo unicinctus","https://services.itis.gov/?q=tsn:175397","Harris' Hawk","Birds","Species","Exact Match","Parabuteo unicinctus"
"Georgia,Tennessee","Georgia,Tennessee","Species of Concern","E08M","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08M","Vulnerable","2000-01-03","Hemitremia flammea","https://services.itis.gov/?q=tsn:163563","flame chub","Fish","Species","Exact Match","Hemitremia flammea"
"Tennessee","Tennessee","Under Review in the Candidate or Petition Process","G09A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G09A","Imperiled","2006-11-28","Elimia acuta","https://services.itis.gov/?q=tsn:71655","acute elimia","Mollusks","Species","Exact Match","Elimia acuta"
"Texas","","Species of Concern","Q0LO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0LO","Possibly Extirpated","Unknown","Dalea sabinalis","https://services.itis.gov/?q=tsn:26644","Sabinal prairie-clover","Plants","Species","Exact Match","Dalea sabinalis"
"South Carolina","","Species of Concern","Q39W","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q39W","Apparently Secure","Unknown","Tofieldia glabra","https://services.itis.gov/?q=tsn:43050","smooth bog-asphodel","Plants","Species","Exact Match","Tofieldia glabra"
"Tennessee","Tennessee","Species of Concern","I0K1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0K1","Critically Imperiled","2002-08-21","Pseudanophthalmus pallidus","https://services.itis.gov/?q=tsn:932014","pale cave beetle","Insects","Species","Exact Match","Pseudanophthalmus pallidus"
"Texas","Texas","Resolved Taxon","J022","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J022","Critically Imperiled","2002-08-21","Cicurina pablo","https://services.itis.gov/?q=tsn:876212","no common name","Arachnids","Species","Exact Match","Cicurina pablo, Cicurina pablo (Gertsch)"
"Texas","Texas","Resolved Taxon","J03L","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J03L","Critically Imperiled","2002-08-21","Cicurina browni","https://services.itis.gov/?q=tsn:876153","no common name","Arachnids","Species","Fuzzy Match","Cicurina browni, Cicurina bowni (Gertsch)"
"Tennessee","Tennessee","Species of Concern","G02J","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G02J","Critically Imperiled","2004-10-19","Somatogyrus parvulus","https://services.itis.gov/?q=tsn:70569","sparrow pebblesnail","Mollusks","Species","Exact Match","Somatogyrus parvulus"
"Alabama","Alabama","Under Review in the Candidate or Petition Process","G08G","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G08G","Critically Imperiled","2000-05-30","Leptoxis picta","https://services.itis.gov/?q=tsn:71618","spotted rocksnail","Mollusks","Species","Exact Match","Leptoxis picta"
"Louisiana,Missouri,Texas","Missouri","Threatened","Q1WK","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1WK","Imperiled","Unknown","Geocarpon minimum","https://services.itis.gov/?q=tsn:195411","tinytim","Plants","Species","Exact Match","Geocarpon minimum"
"Alabama,Georgia,Ohio,Virginia,West Virginia","Alabama,Georgia,Ohio,Virginia,West Virginia","Under Review in the Candidate or Petition Process","E0CR","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0CR","Vulnerable","1996-12-05","Notropis ariommus","https://services.itis.gov/?q=tsn:163425","popeye shiner","Fish","Species","Exact Match","Notropis ariommus"
"Missouri","Missouri","Species of Concern","Q2WT","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2WT","Vulnerable","Unknown","Tradescantia ozarkana","https://services.itis.gov/?q=tsn:39170","Ozark spiderwort","Plants","Species","Exact Match","Tradescantia ozarkana"
"Georgia","Georgia","Resolved Taxon","Q0IA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0IA","Imperiled","Unknown","Ctenium floridanum","https://services.itis.gov/?q=tsn:41608","Florida Orange-Grass","Plants","Species","Exact Match","Ctenium floridanum"
"Virginia","Virginia","Species of Concern","I0IG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0IG","Unranked","Unknown","Apamea smythi","https://services.itis.gov/?q=tsn:937857","Smyth's Apamea moth","Insects","Species","Exact Match","Apamea smythi"
"Tennessee","","Under Review in the Candidate or Petition Process","Q3B3","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3B3","Critically Imperiled","Unknown","Eurybia saxicastellii","https://services.itis.gov/?q=tsn:513457","rockcastle aster","Plants","Species","Exact Match","Eurybia saxicastellii"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","Q1M1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1M1","Imperiled","2016-02-23","Rudbeckia heliopsidis","https://services.itis.gov/?q=tsn:36774","sunfacing coneflower","Plants","Species","Exact Match","Rudbeckia heliopsidis"
"Texas","","Species of Concern","Q16A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q16A","Imperiled","Unknown","Lycium texanum","https://services.itis.gov/?q=tsn:30548","Texas wolfberry","Plants","Species","Exact Match","Lycium texanum"
"Louisiana","","Under Review in the Candidate or Petition Process","I0X1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0X1","Imperiled","2000-10-17","Automeris louisiana","https://services.itis.gov/?q=tsn:936160","Louisiana Eyed Silkmoth","Insects","Species","Exact Match","Automeris louisiana"
"Texas","Texas","Threatened","D02T","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D02T","Critically Imperiled","2000-11-08","Eurycea tonkawae","https://services.itis.gov/?q=tsn:668293","Jollyville Plateau Salamander","Amphibians","Species","Exact Match","Eurycea tonkawae"
"Georgia,Tennessee","Georgia","Resolved Taxon","Q2R9","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2R9","Apparently Secure","Unknown","Thalictrum coriaceum","https://services.itis.gov/?q=tsn:18666","maid of the mist","Plants","Species","Exact Match","Thalictrum coriaceum"
"Mississippi","Mississippi","Under Review in the Candidate or Petition Process","K02Z","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02Z","Critically Imperiled","2009-01-30","Hobbseus orconectoides","https://services.itis.gov/?q=tsn:97637","Oktibbeha riverlet crayfish","Crustaceans","Species","Exact Match","Hobbseus orconectoides"
"Florida","","Species of Concern","I070","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I070","Unranked","Unknown","Photuris brunnipennis floridana",NA,"Everglades Brownwing Firefly","Other","Undetermined","Not Matched","Photuris brunnipennis floridana"
"Arkansas,Missouri","Arkansas,Missouri","Species of Concern","I0A3","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0A3","Critically Imperiled","2005-08-12","Ochrotrichia contorta","https://services.itis.gov/?q=tsn:115739","Contorted ochrotrichian micro caddisfly","Insects","Species","Exact Match","Ochrotrichia contorta"
"Tennessee","Tennessee","Resolved Taxon","I0JO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0JO","Possibly Extirpated","2006-02-08","Pseudanophthalmus insularis","https://services.itis.gov/?q=tsn:932001","Baker Station cave beetle","Insects","Species","Exact Match","Pseudanophthalmus insularis"
"South Carolina","South Carolina","Under Review in the Candidate or Petition Process","K030","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K030","Critically Imperiled","1999-11-03","Distocambarus youngineri","https://services.itis.gov/?q=tsn:650409","Newberry Burrowing Crayfish","Crustaceans","Species","Exact Match","Distocambarus youngineri"
"South Carolina","South Carolina","Under Review in the Candidate or Petition Process","K06Q","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K06Q","Imperiled","2008-09-10","Distocambarus carlsoni","https://services.itis.gov/?q=tsn:97628","mimic crayfish","Crustaceans","Species","Exact Match","Distocambarus carlsoni"
"Georgia","Georgia","Endangered","S019","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=S019","Critically Imperiled","Unknown","Isoetes tegetiformans","https://services.itis.gov/?q=tsn:17141","mat-forming quillwort","Plants","Species","Exact Match","Isoetes tegetiformans"
"Ohio,Tennessee,West Virginia","","Endangered","E014","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E014","Critically Imperiled","2009-08-30","Crystallaria cincotta","https://services.itis.gov/?q=tsn:913922","diamond darter","Fish","Species","Exact Match","Crystallaria cincotta"
"Texas","","Species of Concern","Q0E1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0E1","Vulnerable","Unknown","Chaetopappa hersheyi","https://services.itis.gov/?q=tsn:37014","Guadalupe leastdaisy","Plants","Species","Exact Match","Chaetopappa hersheyi"
"North Carolina","North Carolina","Resolved Taxon","K027","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K027","Imperiled","1996-02-19","Cambarus catagius","https://services.itis.gov/?q=tsn:97349","Greensboro burrowing crayfish","Crustaceans","Species","Exact Match","Cambarus catagius"
"Texas","Texas","Resolved Taxon","J02L","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J02L","Critically Imperiled","2002-08-21","Cicurina ubicki","https://services.itis.gov/?q=tsn:876257","no common name","Arachnids","Species","Exact Match","Cicurina ubicki, Cicurina ubicki (Gertsch)"
"Florida","","Under Review in the Candidate or Petition Process","K07D","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K07D","Imperiled","2006-09-05","Procambarus lucifugus","https://services.itis.gov/?q=tsn:97537","Florida cave crayfish","Crustaceans","Species","Exact Match","Procambarus lucifugus"
"Virginia","Virginia","Under Review in the Candidate or Petition Process","I0KF","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0KF","Critically Imperiled","2002-08-21","Pseudanophthalmus sanctipauli","https://services.itis.gov/?q=tsn:932027","Saint Paul cave beetle","Insects","Species","Exact Match","Pseudanophthalmus sanctipauli"
"North Carolina,Tennessee,Virginia","North Carolina,Tennessee,Virginia","Resolved Taxon","E01A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01A","Vulnerable","2000-01-20","Etheostoma acuticeps","https://services.itis.gov/?q=tsn:168370","sharphead darter","Fish","Species","Exact Match","Etheostoma acuticeps"
"Alabama,Georgia","Alabama,Georgia","Endangered","G086","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G086","Critically Imperiled","2000-09-18","Leptoxis foremani","https://services.itis.gov/?q=tsn:71650","interrupted rocksnail","Mollusks","Species","Exact Match","Leptoxis foremani"
"Florida","Florida,Georgia","Resolved Taxon","A08E","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A08E","Imperiled","1996-09-05","Ursus americanus floridanus","https://services.itis.gov/?q=tsn:726978","Florida Black Bear","Mammals","Subspecies","Exact Match","Ursus americanus floridanus"
"Tennessee","","Resolved Taxon","Q0A1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0A1","Unranked","Unknown","Calamagrostis porteri","https://services.itis.gov/?q=tsn:40562","Porter's Reedgrass","Plants","Species","Exact Match","Calamagrostis porteri"
"Texas","Texas","Resolved Taxon","J03H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J03H","Critically Imperiled","2002-08-21","Chitrella major","https://services.itis.gov/?q=tsn:748053","A cave obligate pseudoscorpion","Arachnids","Species","Exact Match","Chitrella major"
"Texas","","Species of Concern","C05L","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C05L","Vulnerable","1996-10-05","Malaclemys terrapin littoralis","https://services.itis.gov/?q=tsn:208609","Texas Diamondback Terrapin","Reptiles","Subspecies","Exact Match","Malaclemys terrapin littoralis"
"Arkansas,Oklahoma","Arkansas,Oklahoma","Threatened","E017","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E017","Imperiled","2012-03-05","Percina pantherina","https://services.itis.gov/?q=tsn:168493","leopard darter","Fish","Species","Exact Match","Percina pantherina"
"Tennessee","Tennessee","Resolved Taxon","I0RI","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0RI","Critically Imperiled","2000-08-29","Glyphopsyche sequatchie","https://services.itis.gov/?q=tsn:608780","Sequatchie Caddisfly","Insects","Species","Exact Match","Glyphopsyche sequatchie"
"Alabama,Georgia,Tennessee","Georgia,Tennessee","Under Review in the Candidate or Petition Process","F051","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F051","Vulnerable","Unknown","Villosa nebulosa","https://services.itis.gov/?q=tsn:80209","Alabama rainbow","Mollusks","Species","Exact Match","Villosa nebulosa"
"Tennessee,West Virginia","","Resolved Taxon","Q2QY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2QY","Vulnerable","2004-10-11","Sida hermaphrodita","https://services.itis.gov/?q=tsn:21738","Virginia mallow","Plants","Species","Exact Match","Sida hermaphrodita"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","Q2M8","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2M8","Vulnerable","2015-09-30","Waldsteinia lobata","https://services.itis.gov/?q=tsn:505737","piedmont barren strawberry","Plants","Species","Exact Match","Waldsteinia lobata"
"Georgia","Georgia","Endangered","R006","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=R006","Critically Imperiled","Unknown","Torreya taxifolia","https://services.itis.gov/?q=tsn:194890","Florida nutmeg","Plants","Species","Exact Match","Torreya taxifolia"
"Alabama,Florida,Georgia,Mississippi,Tennessee","Alabama,Florida,Georgia,Mississippi,Tennessee","Under Review in the Candidate or Petition Process","F04S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F04S","Imperiled","2005-07-11","Elliptio arctata","https://services.itis.gov/?q=tsn:79954","delicate spike","Mollusks","Species","Exact Match","Elliptio arctata (coosa form), Elliptio arctata"
"Georgia","Georgia","Species of Concern","Q38S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q38S","Vulnerable","Unknown","Sarracenia leucophylla","https://services.itis.gov/?q=tsn:21997","white-top pitcherplant","Plants","Species","Exact Match","Sarracenia leucophylla"
"Texas","","Resolved Taxon","Q1FA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1FA","Critically Imperiled","Unknown","Perityle vitreomontana","https://services.itis.gov/?q=tsn:38229","Glass Mountain rockdaisy","Plants","Species","Exact Match","Perityle vitreomontana"
"Georgia","Georgia","Threatened","Q2VT","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2VT","Critically Imperiled","Unknown","Sagittaria secundifolia","https://services.itis.gov/?q=tsn:182454","Kral's water plantain","Plants","Species","Exact Match","Sagittaria secundifolia"
"Georgia","Georgia","Under Review in the Candidate or Petition Process","Q3FG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3FG","Imperiled","Unknown","Rhynchospora thornei","https://services.itis.gov/?q=tsn:504793","Thorne's beaksedge","Plants","Species","Exact Match","Rhynchospora thornei"
"Georgia","Georgia","Species of Concern","Q1LJ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1LJ","Critically Imperiled","Unknown","Rhynchospora punctata","https://services.itis.gov/?q=tsn:40195","dotted beaksedge","Plants","Species","Exact Match","Rhynchospora punctata"
"Georgia","Georgia","Under Review in the Candidate or Petition Process","Q1LH","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1LH","Imperiled","2015-06-02","Rhynchospora crinipes","https://services.itis.gov/?q=tsn:504778","mosquito beaksedge","Plants","Species","Exact Match","Rhynchospora crinipes"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","Q37O","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q37O","Imperiled","Unknown","Plagiochila sharpii","https://services.itis.gov/?q=tsn:14644","""A Liverwort""","Plants","Species","Exact Match","Plagiochila sharpii"
"Georgia","Georgia","Under Review in the Candidate or Petition Process","Q1NK","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1NK","Imperiled","Unknown","Scutellaria ocmulgee","https://services.itis.gov/?q=tsn:32809","Ocmulgee skullcap","Plants","Species","Exact Match","Scutellaria ocmulgee"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","Q37L","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q37L","Vulnerable","Unknown","Plagiochila caduciloba","https://services.itis.gov/?q=tsn:14611","Gorge Leafy Liverwort","Plants","Species","Exact Match","Plagiochila caduciloba"
"North Carolina","North Carolina","Under Review in the Candidate or Petition Process","D00O","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D00O","Imperiled","2013-04-18","Necturus lewisi","https://services.itis.gov/?q=tsn:173627","Neuse River Waterdog","Amphibians","Species","Exact Match","Necturus lewisi"
"Georgia,South Carolina","Georgia","Endangered","Q2EL","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2EL","Imperiled","Unknown","Oxypolis canbyi","https://services.itis.gov/?q=tsn:29545","Canby's dropwort","Plants","Species","Exact Match","Oxypolis canbyi"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","Q35M","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q35M","Imperiled","2015-12-07","Macbridea caroliniana","https://services.itis.gov/?q=tsn:32559","Carolina birds-in-a-nest","Plants","Species","Exact Match","Macbridea caroliniana"
"Georgia","Georgia","Species of Concern","Q10J","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q10J","Vulnerable","Unknown","Jamesianthus alabamensis","https://services.itis.gov/?q=tsn:37292","Alabama warbonnet","Plants","Species","Exact Match","Jamesianthus alabamensis"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","S02R","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=S02R","Imperiled","Unknown","Isoetes hyemalis","https://services.itis.gov/?q=tsn:507545","evergreen quillwort","Plants","Species","Exact Match","Isoetes hyemalis"
"North Carolina,Tennessee","North Carolina,Tennessee,Virginia","Species of Concern","D03U","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D03U","Vulnerable","2010-09-08","Desmognathus wrighti","https://services.itis.gov/?q=tsn:173645","Pygmy Salamander","Amphibians","Species","Exact Match","Desmognathus wrighti"
"Georgia,South Carolina","Georgia","Species of Concern","Q0ZP","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0ZP","Imperiled","Unknown","Hymenocallis coronaria","https://services.itis.gov/?q=tsn:514958","shoals spiderlily","Plants","Species","Exact Match","Hymenocallis coronaria"
"Georgia,South Carolina","Georgia","Threatened","Q2B8","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2B8","Vulnerable","Unknown","Helonias bullata","https://services.itis.gov/?q=tsn:42941","swamp pink","Plants","Species","Exact Match","Helonias bullata"
"Georgia","Georgia","Resolved Taxon","Q0UR","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0UR","Unranked","Unknown","Fothergilla gardenii","https://services.itis.gov/?q=tsn:19029","dwarf witch-alder","Plants","Species","Exact Match","Fothergilla gardenii"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","Q3PB","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3PB","Imperiled","Unknown","Forestiera godfreyi","https://services.itis.gov/?q=tsn:502637","Godfrey's swampprivet","Plants","Species","Exact Match","Forestiera godfreyi"
"Georgia,South Carolina","Georgia","Endangered","Q293","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q293","Imperiled","2016-02-18","Echinacea laevigata","https://services.itis.gov/?q=tsn:37278","smooth purple coneflower","Plants","Species","Exact Match","Echinacea laevigata"
"Texas","","Species of Concern","Q0GH","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0GH","Critically Imperiled","Unknown","Colubrina stricta","https://services.itis.gov/?q=tsn:28526","Comal nakedwood","Plants","Species","Exact Match","Colubrina stricta"
"Georgia","Georgia","Endangered","Q2SM","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2SM","Critically Imperiled","Unknown","Clematis socialis","https://services.itis.gov/?q=tsn:195027","Alabama leather flower","Plants","Species","Exact Match","Clematis socialis"
"Georgia","Georgia","Species of Concern","Q3KQ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3KQ","Vulnerable","Unknown","Chelone cuthbertii","https://services.itis.gov/?q=tsn:33183","Cuthbert's turtlehead","Plants","Species","Exact Match","Chelone cuthbertii"
"Tennessee","Tennessee","Species of Concern","E05Q","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05Q","Imperiled","2011-12-02","Etheostoma aquali","https://services.itis.gov/?q=tsn:168371","coppercheek darter","Fish","Species","Exact Match","Etheostoma aquali"
"Georgia","Georgia","Species of Concern","Q0BO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0BO","Vulnerable","Unknown","Carex baltzellii","https://services.itis.gov/?q=tsn:39516","Baltzell's sedge","Plants","Species","Exact Match","Carex baltzellii"
"Georgia","Georgia","Species of Concern","Q09B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q09B","Vulnerable","2015-10-05","Brickellia cordifolia","https://services.itis.gov/?q=tsn:36870","Flyr's nemesis","Plants","Species","Exact Match","Brickellia cordifolia"
"Georgia","Georgia","Under Review in the Candidate or Petition Process","Q1TE","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1TE","Imperiled","2015-09-17","Baptisia megacarpa","https://services.itis.gov/?q=tsn:26478","Apalachicola wild indigo","Plants","Species","Exact Match","Baptisia megacarpa"
"Georgia","Georgia","Endangered","Q1TD","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1TD","Critically Imperiled","Unknown","Baptisia arachnifera","https://services.itis.gov/?q=tsn:192870","cobwebby wild indigo","Plants","Species","Exact Match","Baptisia arachnifera"
"Georgia,South Carolina","Georgia","Species of Concern","S010","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=S010","Imperiled","2013-05-08","Asplenium X heteroresiliens","https://services.itis.gov/?q=tsn:17347","resilient spleenwort","Plants","Species","Exact Match","Asplenium heteroresiliens"
"Georgia","Georgia","Threatened","Q02R","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q02R","Critically Imperiled","2015-12-03","Arabis georgiana","https://services.itis.gov/?q=tsn:22694","Georgia rockcress","Plants","Species","Exact Match","Arabis georgiana"
"Florida,Georgia","Florida,Georgia","Under Review in the Candidate or Petition Process","I0E6","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0E6","Imperiled","2008-12-01","Cordulegaster sayi","https://services.itis.gov/?q=tsn:593043","Say's Spiketail","Insects","Species","Exact Match","Cordulegaster sayi"
"Georgia","Georgia","Under Review in the Candidate or Petition Process","G0GH","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G0GH","Critically Imperiled","1999-09-14","Somatogyrus alcoviensis","https://services.itis.gov/?q=tsn:70584","reverse pebblesnail","Mollusks","Species","Exact Match","Somatogyrus alcoviensis"
"Georgia","Georgia","Species of Concern","G071","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G071","Imperiled","2005-07-01","Pleurocera showalteri","https://services.itis.gov/?q=tsn:71563","upland hornsnail","Mollusks","Species","Exact Match","Pleurocera showalteri"
"Florida,Georgia","Florida,Georgia","Threatened","F03T","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03T","Critically Imperiled","2000-08-31","Medionidus walkeri","https://services.itis.gov/?q=tsn:80268","Suwannee moccasinshell","Mollusks","Species","Exact Match","Medionidus walkeri"
"Florida,Georgia","Florida,Georgia","Endangered","F032","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F032","Critically Imperiled","2000-11-13","Amblema neislerii","https://services.itis.gov/?q=tsn:80038","fat three-ridge","Mollusks","Species","Exact Match","Amblema neislerii"
"Florida,Georgia","","Species of Concern","I0LI","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0LI","Unranked","Unknown","Zale perculta","https://services.itis.gov/?q=tsn:940721","Okefenokee zale moth","Insects","Species","Exact Match","Zale perculta"
"Florida","Florida","Species of Concern","I05L","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I05L","Unranked","Unknown","Cycloptilum irregularis","https://services.itis.gov/?q=tsn:658121","Keys Scaly Cricket","Insects","Species","Exact Match","Cycloptilum irregularis"
"Florida","","Resolved Taxon","I0W7","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0W7","Critically Imperiled","2007-01-04","Hydroptila sarahae",NA,"Sarah's Hydroptila Caddisfly","Other","Undetermined","Not Matched","Hydroptila sarahae"
